epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,306.398,1.97392,4.36523,1.32733,0.04356,0.3523,0.04335,0.0241,1.30656,4.42795,1.04497,0.000180456,0.000180456,0.000180456
